,violation_type,latitude,longitude
109812,Housing Complaints,42.33450180891271,-71.07532548916845
109814,Housing Complaints,42.365349999997115,-71.05321000121253
109819,Housing Complaints,42.30194000039542,-71.06183000158497
109822,Housing Complaints,42.295480000293615,-71.07805000105499
109827,Housing Complaints,42.314480000201506,-71.05631000162131
109829,Housing Complaints,42.28205000003445,-71.07308000125717
109830,Housing Complaints,42.34260000002161,-71.08417000124156
109831,Housing Complaints,42.314480000201506,-71.05631000162131
109833,Housing Complaints,42.31330000000721,-71.06768000125155
109834,Housing Complaints,42.26480999999606,-71.1090300011752
109836,Housing Complaints,42.265140000004074,-71.10910000123145
109838,Housing Complaints,42.32523999980547,-71.0579000011617
109842,Housing Complaints,42.350370000004276,-71.08902000123312
109844,Housing Complaints,42.33638999999809,-71.0253700011753
109846,Housing Complaints,42.295249999559104,-71.05664000151296
109847,Housing Complaints,42.27579999964462,-71.13398000085651
109848,Housing Complaints,42.363864315558665,-71.05587327151687
109849,Housing Complaints,42.36419999970129,-71.05282000078407
109850,Housing Complaints,42.333469999973374,-71.10166000119496
109851,Housing Complaints,42.26481999998693,-71.15611000126025
109852,Housing Complaints,42.33598732263327,-71.0468388109052
109854,Housing Complaints,42.33580000002795,-71.03561000157944
109856,Housing Complaints,42.33738600028651,-71.03926900121992
109857,Housing Complaints,42.36417999974975,-71.0553800010363
109858,Housing Complaints,42.336499999944,-71.02785000088981
109863,Housing Complaints,42.381797483501636,-71.03207664552555
109864,Housing Complaints,42.31768999979845,-71.0553000009262
109865,Housing Complaints,42.31152999998685,-71.06445000091496
109866,Housing Complaints,42.36773000001329,-71.03488000119711
109867,Housing Complaints,42.33417000037682,-71.02951000103673
109868,Housing Complaints,42.31619020780934,-71.05723928014197
109869,Housing Complaints,42.31612627848718,-71.0571230588981
109871,Housing Complaints,42.33394699391511,-71.07503497466844
109872,Housing Complaints,42.27897000001367,-71.0902400012078
109873,Housing Complaints,42.321850000004005,-71.11269000123256
109876,Housing Complaints,42.29130999997683,-71.11844000118367
109878,Housing Complaints,42.32318999971768,-71.06935000103655
109879,Housing Complaints,42.26500000005671,-71.10823000095311
109880,Housing Complaints,42.270669999643395,-71.162530001182
110009,Housing Complaints,42.26895000000157,-71.0956500012642
110018,Housing Complaints,42.33966758928633,-71.15701038201664
110019,Housing Complaints,42.30601999966076,-71.06992000124755
110020,Housing Complaints,42.31721000016376,-71.05985000115474
110023,Housing Complaints,42.29656999999735,-71.0724400012494
110024,Housing Complaints,42.29081531760382,-71.07890554622709
110025,Housing Complaints,42.29079935953367,-71.07889828545531
110026,Housing Complaints,42.29079935953367,-71.07889828545531
110027,Housing Complaints,42.37267000000437,-71.03588000126183
110033,Housing Complaints,42.26243999983753,-71.12485000088273
110034,Housing Complaints,42.344080000009534,-71.08913000120651
110037,Housing Complaints,42.312189999895146,-71.10711000155095
110038,Housing Complaints,42.31029999999679,-71.08251000162646
110039,Housing Complaints,42.37882999967781,-71.06673000086992
110041,Housing Complaints,42.261619999824326,-71.1541600011391
110042,Housing Complaints,42.33895000040655,-71.07536000113419
110043,Housing Complaints,42.31691729749125,-71.07827959138746
110046,Housing Complaints,42.26386999998853,-71.10393000126305
110047,Housing Complaints,42.34627225986169,-71.06638415879033
110050,Housing Complaints,42.33103000000465,-71.05497000123275
110051,Housing Complaints,42.33793332890553,-71.02740072754112
110057,Housing Complaints,42.33895000040655,-71.07536000113419
110058,Housing Complaints,42.336390000260074,-71.02537000081828
110059,Housing Complaints,42.31152999998685,-71.06445000091496
110060,Housing Complaints,42.28504999977636,-71.08366000154994
110061,Housing Complaints,42.29982999999634,-71.06509000128813
110062,Housing Complaints,42.343869999654686,-71.143510001298
110063,Housing Complaints,42.343869999654686,-71.143510001298
110064,Housing Complaints,42.31622000036007,-71.05753000116997
110071,Housing Complaints,42.3477841859382,-71.03757129468259
110073,Housing Complaints,42.28538000003621,-71.09329000124399
110074,Housing Complaints,42.337389999977496,-71.03936000123544
110075,Housing Complaints,42.33483999981824,-71.04092000084435
110076,Housing Complaints,42.312419999666645,-71.06922000136274
110078,Housing Complaints,42.340800000227844,-71.15132000154455
110079,Housing Complaints,42.35729457962899,-71.12963545396748
110080,Housing Complaints,42.337389999537045,-71.03936000088355
110081,Housing Complaints,42.334770000160866,-71.05128000090566
110082,Housing Complaints,42.32866999961158,-71.05615000148903
110083,Housing Complaints,42.36071299995725,-71.07020800106156
110084,Housing Complaints,42.290024692603694,-71.0595601603309
110089,Housing Complaints,42.26283000001296,-71.11156000126336
110090,Housing Violations,42.28926000004451,-71.1214300012428
110181,Housing Violations,42.318188000260704,-71.09679200160168
110182,Housing Violations,42.31585000039296,-71.05313000162067
110220,Housing Complaints,42.29383899991447,-71.09159200131964
110221,Housing Complaints,42.30759999958782,-71.06961000136558
110225,Housing Complaints,42.36830300001999,-71.03495900124045
110227,Housing Complaints,42.31705200003756,-71.09524000114334
110228,Housing Complaints,42.30170393998081,-71.16745603101258
110230,Housing Complaints,42.345276000002606,-71.14509200121792
110235,Housing Complaints,42.318470000004375,-71.07804000123252
110236,Housing Complaints,42.25074000001975,-71.13331000123114
110239,Housing Complaints,42.347089999979595,-71.10447000125626
110240,Housing Complaints,42.281849999730404,-71.11860000140828
110241,Housing Complaints,42.312609999966604,-71.07589000117544
110243,Housing Complaints,42.357600000418294,-71.0658400011651
110244,Housing Complaints,42.312609999966604,-71.07589000117544
110247,Housing Complaints,42.312609999966604,-71.07589000117544
110248,Housing Complaints,42.32090999985892,-71.06416000110545
110250,Housing Complaints,42.320479997747775,-71.07997829128864
110251,Housing Complaints,42.26446000003946,-71.15682000125683
110252,Housing Complaints,42.35921600026403,-71.06649500081356
110253,Housing Complaints,42.35921600026403,-71.06649500081356
110254,Housing Complaints,42.35241999987629,-71.15848000161083
110255,Housing Complaints,42.348880000440616,-71.06925000097722
110256,Housing Complaints,42.33580000002795,-71.03561000157944
110257,Housing Complaints,42.33580000002795,-71.03561000157944
110258,Housing Complaints,42.33598732263327,-71.0468388109052
110259,Housing Complaints,42.33598732263327,-71.0468388109052
110260,Housing Complaints,42.30123000000436,-71.08237000123216
110261,Housing Complaints,42.30123000000436,-71.08237000123216
110262,Housing Complaints,42.352109999993466,-71.1399400013081
110266,Housing Complaints,42.345119999745066,-71.07724000150424
110267,Housing Complaints,42.38364000016561,-71.06943000123584
110268,Housing Complaints,42.30916899998927,-71.08407800127884
110269,Housing Complaints,42.30749000001623,-71.08754000124415
110270,Housing Complaints,42.343240000307546,-71.07717000088466
110273,Housing Complaints,42.3312600003129,-71.04041000161172
110274,Housing Complaints,42.294991000042636,-71.07587600118666
110275,Housing Complaints,42.299360000043976,-71.07650000123584
110276,Housing Complaints,42.27336699987324,-71.07026600107417
110277,Housing Complaints,42.299360000043976,-71.07650000123584
110279,Housing Complaints,42.30852999997622,-71.08618000119057
110280,Housing Complaints,42.253799999909454,-71.12467000156627
110283,Housing Complaints,42.291970000003936,-71.12038000123201
110284,Housing Complaints,42.35022000012486,-71.13003000134391
110285,Housing Complaints,42.296360000428905,-71.054730001701
110286,Housing Complaints,42.29130448424361,-71.07656995782143
110287,Housing Complaints,42.28820333614741,-71.09454810587279
110288,Housing Complaints,42.294270000004246,-71.09010000123205
110290,Housing Complaints,42.36372419033681,-71.05671897672119
110292,Housing Complaints,42.302580000230016,-71.06452000143213
110293,Housing Complaints,42.314360000036274,-71.07238000117302
110294,Housing Complaints,42.314741332431005,-71.09760358571495
110295,Housing Complaints,42.31429000039178,-71.09360000108829
110296,Housing Complaints,42.3444900000084,-71.08776000124989
110299,Housing Complaints,42.3133200000045,-71.0676700012324
110300,Housing Complaints,42.33247000028829,-71.03449900162639
110301,Housing Complaints,42.346960000046394,-71.17053000121615
110302,Housing Complaints,42.24286255756852,-71.13257742930809
110303,Housing Complaints,42.36372419033681,-71.05671897672119
110304,Housing Complaints,42.38258000000504,-71.01788000123375
110305,Housing Complaints,42.312419999666645,-71.06922000136274
110306,Housing Complaints,42.299360000043976,-71.07650000123584
110307,Housing Complaints,42.315280000182284,-71.0874100008791
110342,Housing Violations,42.35032999979304,-71.16814000081878
110345,Housing Violations,42.36979000025375,-71.03328000121049
110380,Housing Violations,42.37791399966801,-71.02973000121114
110414,Housing Violations,42.344069999896476,-71.15230000092801
110471,Housing Violations,42.369699999703016,-71.03336000134959
110476,Housing Complaints,42.341990000262214,-71.14787000080257
110486,Housing Complaints,42.27733000000945,-71.0825400011544
110556,Housing Complaints,42.358467999917394,-71.13036900167441
110558,Housing Complaints,42.26500000005671,-71.10823000095311
110559,Housing Complaints,42.314860000041975,-71.08644000126706
110562,Housing Complaints,42.32306000000162,-71.09360000109416
110563,Housing Complaints,42.276270000004146,-71.09944000123168
110566,Housing Complaints,42.32040025426074,-71.10326253409114
110568,Housing Complaints,42.335570000037386,-71.05170000126687
110570,Housing Complaints,42.29952000002782,-71.08615000122359
110571,Housing Complaints,42.27284900003614,-71.07436500119579
110573,Housing Complaints,42.3334200000477,-71.03662000145309
110576,Housing Complaints,42.33477000016931,-71.04622000149345
110577,Housing Complaints,42.33124863049016,-71.04054538696894
110579,Housing Complaints,42.33247000028829,-71.03449900162639
110580,Housing Complaints,42.320265116537584,-71.10337869293015
110582,Housing Complaints,42.33124863049016,-71.04054538696894
110583,Housing Complaints,42.33399000022562,-71.05366000091487
110585,Housing Complaints,42.3818199999198,-71.03309000145873
110586,Housing Complaints,42.3818199999198,-71.03309000145873
110587,Housing Complaints,42.36872999992907,-71.03396000116194
110588,Housing Complaints,42.27932999998453,-71.08883000118743
110589,Housing Complaints,42.336280000009864,-71.03955000127401
110627,Housing Complaints,42.296370000002156,-71.08713000125516
110628,Housing Complaints,42.287890000256645,-71.06260000110684
110629,Housing Complaints,42.314939999979295,-71.09302000127683
110630,Housing Complaints,42.33079999997007,-71.11185000127362
110631,Housing Complaints,42.35921600026403,-71.06649500081356
110632,Housing Complaints,42.26855000002736,-71.10032000119618
110634,Housing Complaints,42.35196999985464,-71.16585000140182
110636,Housing Complaints,42.335419999564635,-71.03700000092094
110641,Housing Complaints,42.27257000006842,-71.0860600015978
110642,Housing Complaints,42.353650350181,-71.13085641977833
110643,Housing Complaints,42.31494000001044,-71.07436000119392
110645,Housing Complaints,42.32090999985892,-71.06416000110545
110651,Housing Complaints,42.35770000000364,-71.14726000123328
110652,Housing Complaints,42.28452000004371,-71.07854000121107
110653,Housing Complaints,42.298760000002545,-71.0834800012194
110654,Housing Complaints,42.33208000002953,-71.03968000127216
110656,Housing Complaints,42.31411999996398,-71.0733900012002
110657,Housing Complaints,42.366969999689715,-71.033090001444
110658,Housing Complaints,42.34353506710608,-71.06485751508869
110659,Housing Complaints,42.3450500001517,-71.08987000085041
110660,Housing Complaints,42.30250000017819,-71.08298000162128
110661,Housing Complaints,42.305369804118925,-71.07949142654816
110663,Housing Complaints,42.3248200000046,-71.05907000123263
110664,Housing Complaints,42.26500000005671,-71.10823000095311
110665,Housing Complaints,42.26500000005671,-71.10823000095311
110667,Housing Complaints,42.33394699391511,-71.07503497466844
110668,Housing Complaints,42.314860000041975,-71.08644000126706
110669,Housing Complaints,42.377482000036956,-71.03899400123818
110670,Housing Complaints,42.34281932798479,-71.0565726627492
110671,Housing Complaints,42.33483999981824,-71.04092000084435
110673,Housing Complaints,42.302700000326254,-71.08167000152395
110674,Housing Complaints,42.313200000027976,-71.07665000117488
110675,Housing Complaints,42.302700000326254,-71.08167000152395
110676,Housing Complaints,42.3569400000045,-71.06824000123325
110677,Housing Complaints,42.3445199999605,-71.14936000119863
110679,Housing Complaints,42.316009999676965,-71.0789000015637
110683,Housing Complaints,42.33662999956981,-71.0368300011894
110686,Housing Complaints,42.34189000014497,-71.07182000159798
110687,Housing Complaints,42.38093000002782,-71.06691000128023
110747,Housing Violations,42.2429131658329,-71.14306759399635
110755,Housing Violations,42.366349999959674,-71.03318000116037
110818,Housing Complaints,42.380244000039454,-71.06376700120538
110819,Housing Complaints,42.380244000039454,-71.06376700120538
110821,Housing Complaints,42.36689499997629,-71.05279200122497
110827,Housing Complaints,42.28510001321178,-71.09380345940254
110828,Housing Complaints,42.28854999996442,-71.07537000121002
110830,Housing Complaints,42.31703000001029,-71.09801000124003
110832,Housing Complaints,42.25251999998028,-71.11716000119016
110833,Housing Complaints,42.28093000003478,-71.08156000128031
110834,Housing Complaints,42.28093000003478,-71.08156000128031
110835,Housing Complaints,42.25901000000387,-71.12737000123134
110836,Housing Complaints,42.29376000000377,-71.13596000123201
110837,Housing Complaints,42.280929999594406,-71.08156000092842
110838,Housing Complaints,42.31362000003453,-71.05411000117405
110839,Housing Complaints,42.29376000000377,-71.13596000123201
110840,Housing Complaints,42.37375999998166,-71.06552000122707
110841,Housing Complaints,42.36021000000653,-71.0683400012202
110845,Housing Complaints,42.263839999606226,-71.11750000109174
110846,Housing Complaints,42.34213000046113,-71.07166000148511
110847,Housing Complaints,42.36419999970129,-71.05282000078407
110849,Housing Complaints,42.35046000037424,-71.07831000133189
110851,Housing Complaints,42.322719999989815,-71.0884800012669
110852,Housing Complaints,42.271839999987286,-71.06738000123144
110853,Housing Complaints,42.271839999987286,-71.06738000123144
110855,Housing Complaints,42.32513500034771,-71.10611700155499
110856,Housing Complaints,42.325139999685135,-71.10615000130637
110857,Housing Complaints,42.34117999976099,-71.09127000153913
110858,Housing Complaints,42.34117999976099,-71.09127000153913
110860,Housing Complaints,42.284880000011945,-71.13089000124403
110861,Housing Complaints,42.30123000000436,-71.08237000123216
110862,Housing Complaints,42.3334200000477,-71.03662000145309
110863,Housing Complaints,42.342533000711306,-71.05750232577834
110865,Housing Complaints,42.350840000003885,-71.12790000123313
110866,Housing Complaints,42.33580000002795,-71.03561000157944
110867,Housing Complaints,42.364561000219545,-71.05678000086478
110868,Housing Complaints,42.297579999993246,-71.11472000161504
110869,Housing Complaints,42.26042999980726,-71.15118000144179
110871,Housing Complaints,42.33653782892645,-71.02773944727184
110872,Housing Complaints,42.33483999981824,-71.04092000084435
110873,Housing Complaints,42.36060000000453,-71.06650000123331
110874,Housing Complaints,42.36060000000453,-71.06650000123331
110875,Housing Complaints,42.33598732263327,-71.0468388109052
110876,Housing Complaints,42.33580000002795,-71.03561000157944
110877,Housing Complaints,42.30625999992043,-71.06165000137051
110878,Housing Complaints,42.341975958055656,-71.05749322632145
110879,Housing Complaints,42.38061199997605,-71.06636400103548
110880,Housing Complaints,42.32523999980547,-71.0579000011617
110881,Housing Complaints,42.30692000004672,-71.08338000121698
110882,Housing Complaints,42.28276000030032,-71.13256000110916
110890,Housing Complaints,42.325020000379936,-71.08184000131914
110891,Housing Complaints,42.36419999970129,-71.05282000078407
110893,Housing Complaints,42.3074400000156,-71.08660000119555
111036,Housing Complaints,42.29179999973228,-71.0619500008186
111038,Housing Complaints,42.359397999601995,-71.06648200108721
111042,Housing Complaints,42.342520000021366,-71.1479200012788
111043,Housing Complaints,42.32038000000411,-71.10287000123255
111044,Housing Complaints,42.318471212803935,-71.0964425146398
111047,Housing Complaints,42.25961000003479,-71.11498000121472
111049,Housing Complaints,42.252710000028046,-71.14371000152343
111050,Housing Complaints,42.36978999999037,-71.03328000121242
111051,Housing Complaints,42.36969999996592,-71.03336000122927
111052,Housing Complaints,42.37791400001925,-71.02973000120849
111053,Housing Complaints,42.379810000004795,-71.03904000123369
111055,Housing Complaints,42.32071000004052,-71.09068000121295
111062,Housing Complaints,42.34870000022044,-71.17049000123764
111064,Housing Complaints,42.33692000040625,-71.07403300115472
111066,Housing Complaints,42.30051000016482,-71.07776000113256
111067,Housing Complaints,42.308069999978095,-71.10102000119079
111068,Housing Complaints,42.295189999972344,-71.08118000122832
111069,Housing Complaints,42.306850000103246,-71.08048000153484
111070,Housing Complaints,42.36716999998336,-71.0548700012688
111071,Housing Complaints,42.30057000022554,-71.07791000086179
111073,Housing Complaints,42.36635000004795,-71.0331800012781
111074,Housing Complaints,42.316960000295296,-71.10801000159894
111076,Housing Complaints,42.28065000004638,-71.08220000125947
111081,Housing Complaints,42.35971700003685,-71.06306200124574
111082,Housing Complaints,42.302700000326254,-71.08167000152395
111083,Housing Complaints,42.302700000326254,-71.08167000152395
111086,Housing Complaints,42.322830000183245,-71.08014000115504
111087,Housing Complaints,42.358744000076754,-71.06542900115986
111088,Housing Complaints,42.30625999992043,-71.06165000137051
111089,Housing Complaints,42.297009999989456,-71.06922000126099
111090,Housing Complaints,42.32523999980547,-71.0579000011617
111091,Housing Complaints,42.297009999989456,-71.06922000126099
111092,Housing Complaints,42.297009999989456,-71.06922000126099
111093,Housing Complaints,42.341975958055656,-71.05749322632145
111094,Housing Complaints,42.33553000012075,-71.02899000129784
111095,Housing Complaints,42.33483999981824,-71.04092000084435
111097,Housing Complaints,42.375849999833335,-71.03160000111741
111098,Housing Complaints,42.297009999989456,-71.06922000126099
111100,Housing Complaints,42.32070999960185,-71.09068000133415
111102,Housing Complaints,42.25104000040304,-71.13466000162755
111104,Housing Complaints,42.297009999989456,-71.06922000126099
111105,Housing Complaints,42.29982999999634,-71.06509000128813
111106,Housing Complaints,42.33674000019448,-71.0294900010133
111107,Housing Complaints,42.297009999989456,-71.06922000126099
111108,Housing Complaints,42.29296999973575,-71.11652000094584
111109,Housing Complaints,42.26298000046509,-71.12124000088525
111110,Housing Complaints,42.26409999993902,-71.1049700008549
111111,Housing Complaints,42.30031000000466,-71.05324000123215
111112,Housing Complaints,42.34281932798479,-71.0565726627492
111118,Housing Complaints,42.33580000002795,-71.03561000157944
111122,Housing Complaints,42.33444000023553,-71.05172000139869
111123,Housing Complaints,42.32925000000432,-71.0835700012327
111124,Housing Complaints,42.328869999983866,-71.08377000126681
111126,Housing Complaints,42.253228999710906,-71.1164390017247
111127,Housing Complaints,42.357670000043825,-71.05050000089405
111131,Housing Complaints,42.302700000326254,-71.08167000152395
111132,Housing Complaints,42.281280000030925,-71.07774000121744
111133,Housing Complaints,42.302700000326254,-71.08167000152395
111134,Housing Complaints,42.33952287509372,-71.15035167228729
111136,Housing Complaints,42.32071000004052,-71.09068000121295
111280,Housing Complaints,42.370680000004896,-71.03289000123351
111282,Housing Complaints,42.313490000457016,-71.07360000090974
111283,Housing Complaints,42.34599999986104,-71.1514100012277
111286,Housing Complaints,42.36689499997629,-71.05279200122497
111288,Housing Complaints,42.312149999804724,-71.05878000129056
111291,Housing Complaints,42.30806999971545,-71.10102000142905
111292,Housing Complaints,42.34914699997217,-71.13846500125504
111300,Housing Complaints,42.34599999986104,-71.1514100012277
111301,Housing Complaints,42.26419099961444,-71.11898000098162
111304,Housing Complaints,42.306850000103246,-71.08048000153484
111305,Housing Complaints,42.34468999969955,-71.07372000113075
111306,Housing Complaints,42.281740000004454,-71.07173000123178
111307,Housing Complaints,42.333250000286434,-71.03568000122051
111308,Housing Complaints,42.29296999973575,-71.11652000094584
111309,Housing Complaints,42.34281932798479,-71.0565726627492
111310,Housing Complaints,42.36394999989601,-71.05741000104959
111312,Housing Complaints,42.37544400007526,-71.05871300092377
111313,Housing Complaints,42.26943000000425,-71.09150000123155
111314,Housing Complaints,42.30974000001438,-71.10600000124155
111318,Housing Complaints,42.303349999752676,-71.08306000084785
111320,Housing Complaints,42.30395421872111,-71.07932737757744
111325,Housing Complaints,42.28087000039254,-71.11314000160061
111327,Housing Complaints,42.33567999999904,-71.04375000128094
111331,Housing Complaints,42.31124000015587,-71.06689000105298
111332,Housing Complaints,42.28682000002788,-71.0807500011893
111333,Housing Complaints,42.323968999597156,-71.1102950007963
111337,Housing Complaints,42.305616494771385,-71.08119858911114
111339,Housing Complaints,42.36599000003899,-71.03090600122421
111340,Housing Complaints,42.37232000000346,-71.04231000127095
111341,Housing Complaints,42.35103000001028,-71.15393000123123
111342,Housing Complaints,42.34764999997464,-71.13871000125364
111344,Housing Complaints,42.259139999680976,-71.11957000116031
111345,Housing Complaints,42.26941000000161,-71.10008000128066
111349,Housing Complaints,42.34201300043765,-71.08070700120092
111351,Housing Complaints,42.378749999971376,-71.03972000119141
111352,Housing Complaints,42.36983000023157,-71.03266000142611
111353,Housing Complaints,42.37264000000484,-71.03836000123354
111354,Housing Complaints,42.35939600046128,-71.06656600133498
111356,Housing Complaints,42.23728000000382,-71.13063000123094
111357,Housing Complaints,42.30915000001434,-71.0614900011584
111358,Housing Complaints,42.31032099998568,-71.08974000123006
111359,Housing Complaints,42.33225000004058,-71.0472800011756
111360,Housing Complaints,42.247689999975144,-71.13295000118009
111362,Housing Complaints,42.31601000000436,-71.07890000123245
111364,Housing Complaints,42.33073999996528,-71.0429000011857
111365,Housing Complaints,42.33553000018667,-71.02908000097314
111366,Housing Complaints,42.33553000012075,-71.02899000129784
111367,Housing Complaints,42.36273334748961,-71.05308923803878
111368,Housing Complaints,42.33483999981824,-71.04092000084435
111369,Housing Complaints,42.31499999984729,-71.09027000138704
111370,Housing Complaints,42.350840000003885,-71.12790000123313
111373,Housing Complaints,42.295639999967754,-71.05603000120074
111374,Housing Complaints,42.314480000150745,-71.09268000090624
111383,Housing Violations,42.28660000012852,-71.1152100016674
111398,Housing Violations,42.35974600038972,-71.13398500112007
111472,Housing Violations,42.36130000000369,-71.14174000123333
111502,Housing Violations,42.35978160629164,-71.13427098456869
111554,Housing Complaints,42.26481999998693,-71.15611000126025
111556,Housing Complaints,42.2653700000152,-71.10151000123003
111557,Housing Complaints,42.26895000000157,-71.0956500012642
111558,Housing Complaints,42.26895000000157,-71.0956500012642
111560,Housing Complaints,42.30746000032046,-71.10101000091653
111561,Housing Complaints,42.30806999971545,-71.10102000142905
111564,Housing Complaints,42.37925000010638,-71.03497000086806
111565,Housing Complaints,42.28510001321178,-71.09380345940254
111567,Housing Complaints,42.3334200000477,-71.03662000145309
111568,Housing Complaints,42.38019999988421,-71.06481000130516
111570,Housing Complaints,42.32291999998064,-71.08003000120976
111572,Housing Complaints,42.29544000029399,-71.08143000125413
111575,Housing Complaints,42.314720000004776,-71.08209000125639
111576,Housing Complaints,42.314720000004776,-71.08209000125639
111579,Housing Complaints,42.3396999999476,-71.08113000086735
111580,Housing Complaints,42.33296999997698,-71.11163000125931
111583,Housing Complaints,42.33664999997545,-71.07568000118113
111584,Housing Complaints,42.321900000004185,-71.09811000123257
111588,Housing Complaints,42.357269999993946,-71.15119000122452
111592,Housing Complaints,42.31688000000665,-71.055650001245
111593,Housing Complaints,42.32521000015612,-71.05779000157163
111595,Housing Complaints,42.26907999997304,-71.09103000119916
111598,Housing Complaints,42.3133200000045,-71.0676700012324
111600,Housing Complaints,42.32026000000437,-71.07808000123252
111605,Housing Complaints,42.3334200000477,-71.03662000145309
111606,Housing Complaints,42.26980999963195,-71.12149000153406
111607,Housing Complaints,42.337685246412676,-71.07243402081195
111615,Housing Complaints,42.318130000047226,-71.09128000124187
111616,Housing Complaints,42.301199999542405,-71.06594000122936
111618,Housing Complaints,42.332856000129034,-71.10205600145467
111621,Housing Complaints,42.36789969966864,-71.03521694822804
111622,Housing Complaints,42.36446000006443,-71.05217000150806
111623,Housing Complaints,42.351659999966934,-71.08750000132989
111624,Housing Complaints,42.27196700007027,-71.1193780013392
111625,Housing Complaints,42.34222999960393,-71.07179000117078
111626,Housing Complaints,42.314866656827405,-71.08983715981546
111627,Housing Complaints,42.376199999839,-71.03501000095481
111628,Housing Complaints,42.33102999999339,-71.05497000124497
111629,Housing Complaints,42.35489000000343,-71.16746000123321
111630,Housing Complaints,42.309150000014796,-71.06149000127674
111631,Housing Complaints,42.28947000020431,-71.06473000127376
111632,Housing Complaints,42.26500000005671,-71.10823000095311
111633,Housing Complaints,42.3818199999198,-71.03309000145873
111635,Housing Complaints,42.279219999894146,-71.08037000101301
111636,Housing Complaints,42.35794000000449,-71.06626000123326
111637,Housing Complaints,42.355420000003626,-71.1491200012332
111638,Housing Complaints,42.355420000003626,-71.1491200012332
111639,Housing Complaints,42.33337699987089,-71.04006900121811
111641,Housing Complaints,42.26500000005671,-71.10823000095311
111642,Housing Complaints,42.33313000018274,-71.0429800014144
111643,Housing Complaints,42.273530000218294,-71.16332000168119
111644,Housing Complaints,42.312200000294744,-71.05602000085794
111645,Housing Complaints,42.341975958055656,-71.05749322632145
111646,Housing Complaints,42.284859999972255,-71.14642000140228
111647,Housing Complaints,42.34935116162745,-71.1319790298658
111648,Housing Complaints,42.346960000046394,-71.17053000121615
111650,Housing Complaints,42.314741332431005,-71.09760358571495
111651,Housing Complaints,42.30625999992043,-71.06165000137051
111652,Housing Complaints,42.30625999992043,-71.06165000137051
111653,Housing Complaints,42.31368000022745,-71.05902000158555
111654,Housing Complaints,42.32041000004474,-71.06048000122394
111655,Housing Complaints,42.34146999968036,-71.08900000122036
111656,Housing Complaints,42.29989000002931,-71.05319000121092
111657,Housing Complaints,42.29980143985075,-71.05287855114699
111658,Housing Complaints,42.36667000028685,-71.03434000155991
111659,Housing Complaints,42.349819999635855,-71.13342000111788
111660,Housing Complaints,42.37016999972571,-71.03284000164456
111661,Housing Complaints,42.26171999989153,-71.15427000086143
111662,Housing Complaints,42.30625999992043,-71.06165000137051
111663,Housing Complaints,42.31300000028985,-71.09855000083816
111665,Housing Complaints,42.31300000028985,-71.09855000083816
111668,Housing Complaints,42.3334200000477,-71.03662000145309
111669,Housing Complaints,42.31300000028985,-71.09855000083816
111670,Housing Complaints,42.27269000016169,-71.15046000151358
111671,Housing Complaints,42.34158183411043,-71.15233255218763
111672,Housing Complaints,42.32213068362749,-71.11275950414895
111673,Housing Complaints,42.27279000029424,-71.14999000136659
111677,Housing Complaints,42.286600000040785,-71.07427000126934
111678,Housing Complaints,42.328869999983866,-71.08377000126681
111679,Housing Complaints,42.264833012591616,-71.15623912730584
111683,Housing Complaints,42.356802999625074,-71.0700990014778
111685,Housing Complaints,42.33567000003709,-71.04291000118053
111698,Housing Violations,42.31721999965033,-71.09852000124765
111762,Housing Violations,42.320410000133435,-71.06048000145998
111778,Housing Violations,42.264090000004046,-71.11013000123144
111797,Housing Violations,42.3310499995767,-71.03370000084969
111812,Housing Complaints,42.31254439059853,-71.09797617706236
111819,Housing Complaints,42.31973999980195,-71.05885000093195
111825,Housing Complaints,42.27269000016169,-71.15046000151358
111828,Housing Complaints,42.34599999986104,-71.1514100012277
111829,Housing Complaints,42.34526999998413,-71.08478000121714
111832,Housing Complaints,42.26520000021554,-71.10891000085509
111836,Housing Complaints,42.26500000005671,-71.10823000095311
111840,Housing Complaints,42.26500000005671,-71.10823000095311
111841,Housing Complaints,42.37262999985893,-71.03644000116803
111843,Housing Complaints,42.30223999987852,-71.07472000126567
111844,Housing Complaints,42.28818000013485,-71.16446000115782
111846,Housing Complaints,42.29975652879711,-71.05288433994778
111850,Housing Complaints,42.34599999986104,-71.1514100012277
111899,Housing Complaints,42.377482000036956,-71.03899400123818
111900,Housing Complaints,42.30543000002236,-71.06176000119021
111901,Housing Complaints,42.33943928961217,-71.05143647018012
111903,Housing Complaints,42.31867900037726,-71.05763500155804
111904,Housing Complaints,42.38151400017431,-71.0368550015056
111906,Housing Complaints,42.26536000000416,-71.10149000123147
111910,Housing Complaints,42.32213000028671,-71.08178000122834
111916,Housing Complaints,42.272469999947404,-71.09172000165849
111918,Housing Complaints,42.367342808231506,-71.05654497602825
111919,Housing Complaints,42.319599999720346,-71.05465000159316
111920,Housing Complaints,42.26500000005671,-71.10823000095311
111921,Housing Complaints,42.30979000002095,-71.08981000119539
111924,Housing Complaints,42.32302000002819,-71.08047000126393
111926,Housing Complaints,42.32213068362749,-71.11275950414895
111927,Housing Complaints,42.33623999961433,-71.0751800009631
111930,Housing Complaints,42.30994050894621,-71.12998156589731
111931,Housing Complaints,42.365990000391676,-71.03090600157684
111932,Housing Complaints,42.31691729749125,-71.07827959138746
111933,Housing Complaints,42.31691729749125,-71.07827959138746
