,Location,Hot Water,Potable Water,Heating Facilities Required,Temperature Requirements,Asbestos Material,Use of Lead Paint Prohibited,Safe Condition,Smoke Detectors and Carbon Monoxide Alarms,Total
174,36 dodge st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
185,8 nazing st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
189,40 bonney lane,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
126,100 hallet st.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
196,"939 morton street, unit 2",0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
197,57 armandine st #1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
200,8 barry street,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
202,11 poppy road,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
203,85 curtis ave,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
207,200 columbia rd,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
208,70 tennis road,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
210,67 waldeck st,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
217,47 savin hill ave,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
211,30 hosmer st #2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
212,43 hancock street,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
214,2728 coollilac ave,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
127,c/o accounts payable,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
180,368 morton st,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
125,c/o cruz mgmt co ste 300,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
108,69 dexter st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
124,1542 columbus ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
91,26 wyoming st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
92,c/o united housing mangnt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
93,93 stratton st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
94,80 wellington hill street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
96,"6 waumbeck st, #1a",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
97,7 roosvelt circle,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
98,"8 claxton st, #1",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
99,392 warren street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
101,"c/o cruz mgmt co, ste 300",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
106,6 cerina rd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
107,620 bennington st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
90,232 seaver st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109,601 shawmut ave,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
116,170 bennington street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
110,29 arlington st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
122,6013 forest hollow la,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
120,"53 georgia st, bsmt",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
119,6 codman st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
118,"60 goodale rd, #1",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
88,c/o stamatos properties,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
115,1607 tremont street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
113,78 meadowbrook rd,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
112,850 pleasant st,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
111,52 packards lane,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
114,311 summer street,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
653,51 sleeper st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
649,37 lindsey st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
650,27 hosmer st #5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
651,42 hollingsworth road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
652,27 29 codman hill av #2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
655,1544 columbus ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
654,12 heldun st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
647,c/o bruce e searleman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
656,7 chickatobot rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
657,46 millet st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
658,318 fuller st #4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
648,136 lenox st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
644,25 longfellow st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
646,apt 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
645,100 radcliffe st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
643,750 hyde park ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
642,441 main st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
641,126 grove st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
659,51 flynt st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
639,c/o marston hill company,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
638,358 sumner st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
637,133 st botolph st #4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
636,288 washington st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
635,61 tiffany dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
634,10 boylston st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
640,39 brighton ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
576,732 morton street #2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
660,18 eastman street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
675,po box 298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
686,1008 river st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
632,568 norfolk st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
685,176 ruthven st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
684,2 linden ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
683,1226 hyde park avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
682,500 victory road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
681,8 kenwood st apt 10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
680,78 spring st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
679,56 terrace park,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
678,104 hutchings st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
677,4 cape cod lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
676,19 thelma rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
674,"38 tonawanda st, #2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
661,810 parker street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
673,14 torrey st # 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
672,75 maple st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
671,450 commonwealth ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
670,11 nelson st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
669,54 pleasant st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
668,26 monument st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
667,879 beacon st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
666,11 alma road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
665,2010 columbus ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
664,11 lafield st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
663,98 fairmont st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
662,719 washington st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
633,40 nevada street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
604,73 oak st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
631,120 milk st suite 200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
630,6 faneuil hall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
600,92 aztec ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
599,79 westville st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
598,18 lyon street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
597,583 blue hill ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
596,12 banton street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
595,239 cornell st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
594,43 bow st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
593,14 jacob st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
592,10 marcy rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
591,184 fairmount,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
590,c/o perry stolberg                ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
589,242 granite ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
588,94 crawford st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
587,21 janvrin ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
586,154 hyslop road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
585,76 summer st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
584,29 stockton street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
583,276 north harvard st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
582,c/o alp kuntar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
581,10 hosmer street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
580,695 washington street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
579,200 brookside way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
578,18 greenwich street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
577,10035 dalufuskie drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
688,131 harold st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
601,175 norfolk ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
602,35 hewins street #1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
603,"91 mt ida road, #2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
618,20 orrin white drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
629,23 dix st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
628,530 warren st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
627,17 caton street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
626,25 alpine st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
625,63 davison st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
624,120 charles st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
623,228 western ave ste 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
622,300 bellevue rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
621,142 meridian st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
620,27 hosmer st #1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
619,862 east fifth street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
617,197 st botolph st #1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
605,116 eutaw st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
616,32 myopia rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
615,4 wildwood cir,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
614,125 greenleaf st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
613,18 reynolds way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
612,3948 washington street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
611,530 harrison ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
610,19 gertrude street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
609,281 humboldt ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
608,108 orleans st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
607,57 woolson street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
606,"77 pond avenue, #1508",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
687,330 adams st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
747,122 dewitt dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
689,43 aspens ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
746,32 claflin rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
773,19 seneca ln,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
772,66 newcomb st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
771,47 shaw rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
770,81 warren av,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
769,13 tabor place,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
768,395 w broadway st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
767,934 930 parker st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
766,60 leo m birmingham parkway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
765,8 fowler st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
764,23 winsor drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
763,590 walk hill st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
762,c/o bridgestone properties llc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
761,57 mather st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
760,103 gavins pond rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
759,12 duxbury rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
758,128 devon st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
757,one derby st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
756,9 spillers lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
755,74 clarendon street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
754,41 old farm road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
753,30 mooney street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
752,181 north st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
751,po box 9139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
750,6 woodward pk st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
749,21 kimball st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
774,46 beach st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
775,71 norwell st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
776,20 washington st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
790,2 maple st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
574,6 humboldt ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
800,10 livesy rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
799,60 nelson street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
798,po box 812097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
797,2366 commonwealth ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
796,37 w selden street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
795,19 wyoming st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
794,c/o anwar faisal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
793,69 cottage st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
792,104 arlington st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
791,p o box 190-600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
789,53 glen rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
777,133 columbia rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
788,66 harvard ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
787,58 leo m. birmingham pkwy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
786,83 edgemere ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
785,45 hamilton st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
784,14 springer st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
783,7 austin st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
782,43 osceola st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
781,6 moultrie st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
780,42 diandy road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
779,950 river rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
778,419 seaver street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
748,546 east broadway apt 1r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
745,21 stockton street #2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
690,217 harvard st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
744,8 rill street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
715,c/o bahram sanieoff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
714,609 columbus ave #6-q,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
713,609 columbus ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
712,7 craft place,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
711,27 raldne rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
710,26 gordon av,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
709,120 regent st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
708,104 thatcher st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
707,28 lawrence av,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
706,39 aspen hollow drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
705,96 mt pleasant av,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
704,25 wade st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
703,327 huntington av,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
702,103 highland ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
701,33 worcester st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
700,po box 75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
699,75 kato dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
698,140 blake st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
697,839 albany st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
696,179 boylston street 4th floor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
695,dudley st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
694,"572 freeport street, unit a",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
693,57 fowler st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
692,14 fendale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
691,96 lagrange st &,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
716,59 linden st                      ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
717,60 leo m birmingham pkwy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
718,c/o thompson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
732,po box 472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
743,14 woodhaven st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
742,8 beacon hill rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
741,4 cooperbeech circle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
740,945 randolph st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
739,35 norton st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
738,c/o nga hoang phan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
737,107 buchanan road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
736,10 brookvale street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
735,1059 tremont st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
734,43 gardena st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
733,8200 jones branch dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
731,9 patridge lane,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
719,c/o lundgren mgnt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
730,888 old post rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
729,136 newbury st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
728,7 faneuil hall marketplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
727,6 kayla dr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
726,302 shawmut avenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
725,23 corona st # 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
724,65 cragmore rd                    ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
723,905 locust st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
722,867 boylston st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
721,152 homestead st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
720,69 clifford st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
575,198 talbot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
401,402 country club way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
573,47 devon street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
403,400a georgetowne drive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
429,91 elm st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
428,2985 washington st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
427,724 e seventh st #3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
426,434 massachusetts ave. ste. 300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
425,94 winston rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
424,2 mcelroy way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
423,c/o greater boston management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
422,43 pearl st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
421,21 tenney street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
420,8 hillside rd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
419,1451 tremont st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
418,10 sturtevant road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
417,63 jefferson ave,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
416,c/o mayo one llc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
415,59 a linden street,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
414,95 greenwood st apt 1r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
413,1 washington st.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
412,512 gallivan blvd suite #203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
411,1205 mayfield av,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
410,58 gainsborough st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
409,727 market st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
408,60 devon st #2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
407,24 fifield st,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
406,84 state st suite 820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
405,200 columbia road,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
